school,major,type,year,title,url,deadline,notes
东北大学,全校综合,保研,2027,东北大学面向2023级具备推免资格优秀本科生开放简历投递通道,https://mp.weixin.qq.com/s/PZk6HmqhP_D9Cxo6uoda3g,,来源于东北大学官方公众号；面向当前大三、具备推免资格的优秀本科生开放简历投递通道。
